,business_id,city,hours,name,state,Alcohol,BikeParking,BusinessAcceptsCreditCards,BusinessParking,Caters,GoodForKids,HasTV,NoiseLevel,OutdoorSeating,RestaurantsAttire,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsPriceRange2,RestaurantsReservations,RestaurantsTakeOut,WiFi
673,69159,Charlotte,,Chin Chin,NC,none,False,True,0.0,False,False,False,very_lod,False,casal,True,False,1,False,True,no
674,103948,Mississauga,all_day,Macey's Restaurant,ON,none,True,,1.0,False,True,False,average,False,casal,False,True,2,False,True,no
675,2379,Glendale,all_day,D & Y Chinese,AZ,none,True,True,1.0,True,True,True,qiet,False,casal,True,True,2,True,True,no
676,135770,Stouffville,brunch,Pho Basil,ON,none,True,,1.0,,True,False,qiet,False,casal,False,True,1,True,True,no
677,124714,Calgary,dinner,Szechuan Restaurant,AB,beer_and_wine,True,,1.0,True,True,False,average,False,casal,False,True,2,True,True,no
678,82746,Tempe,all_day,Panda Express,AZ,none,True,True,1.0,True,True,False,lod,False,casal,False,True,1,False,True,no
679,143103,Richmond Hill,all_day,Richlane Chinese Cuisine,ON,beer_and_wine,True,,1.0,False,True,False,lod,False,casal,False,True,2,True,True,free
680,66413,Mississauga,,Empire Wok,ON,,,,,,True,False,,False,,True,False,,False,True,
681,80044,Toronto,all_day,South Sea Village Chinese Restaurant,ON,,,,,,True,,,,casal,False,True,1,True,True,no
682,80362,Chandler,,Big Wa,AZ,,,,0.0,,,,qiet,,casal,,True,1,,,
683,139709,Las Vegas,,Chow Mein Express,NV,none,,True,1.0,True,True,True,qiet,False,casal,True,True,1,False,True,no
684,156387,Toronto,24_hours,Chinese Traditional Buns,ON,none,True,,1.0,False,True,False,average,False,casal,False,True,1,False,True,free
685,108789,Charlotte,all_day,Tops China Restaurant,NC,,True,False,,False,True,False,average,False,casal,True,True,1,False,True,
686,112120,Las Vegas,all_day,China Joy,NV,none,True,True,1.0,True,True,False,qiet,False,casal,True,True,1,False,True,no
687,42302,Las Vegas,all_day,Mian Sichuan Noodles,NV,none,False,True,0.0,False,True,False,average,False,casal,False,True,2,True,True,no
688,81737,Glendale,all_day,Bamboo Cafe,AZ,fll_bar,True,True,1.0,True,True,True,qiet,False,casal,True,True,2,True,True,no
689,15874,Amherst,all_day,Jin House,OH,none,False,True,1.0,True,True,True,average,False,casal,False,True,1,False,True,no
690,177851,Las Vegas,all_day,China Passion,NV,none,True,True,1.0,True,True,True,qiet,False,casal,True,True,1,False,True,no
691,168868,Chandler,all_day,Hot Wok Chinese Restaurant,AZ,none,True,True,1.0,True,True,False,qiet,False,casal,True,True,1,False,True,free
692,6532,Markham,all_day,Yiu's Chinese Cuisine,ON,none,False,,0.0,False,True,False,qiet,False,casal,False,True,1,False,True,no
693,37939,Richmond Hill,all_day,John's Chinese BBQ Restaurant,ON,beer_and_wine,False,True,1.0,True,True,False,average,False,casal,False,True,2,True,True,no
694,163300,North York,all_day,Congee Wong,ON,none,True,,1.0,True,True,False,average,False,casal,True,True,2,True,True,no
695,135101,West View,all_day,Chan's Tea House,PA,fll_bar,True,True,1.0,False,True,False,average,False,casal,False,True,2,False,True,no
696,24668,Scottsdale,all_day,Bamboo Club,AZ,fll_bar,True,True,1.0,True,True,True,average,True,casal,False,True,2,True,True,free
697,63781,Toronto,,Gold Diamond Chinese Restaurant,ON,beer_and_wine,,,1.0,,True,True,lod,False,casal,False,True,2,True,True,no
698,38723,Brampton,all_day,Golden Star Chinese Restaurant,ON,,,,,,,,,,,,,1,,,
699,165213,Las Vegas,all_day,Hoso Sushi & Lobster Restaurant,NV,none,True,True,,True,True,False,qiet,True,casal,False,True,2,True,True,
700,69606,Scarborough,all_day,Wonton Chai Noodle,ON,none,False,False,1.0,False,True,False,average,False,casal,False,True,1,False,True,no
701,39722,Toronto,all_day,Wah Too,ON,beer_and_wine,False,,0.0,False,True,False,average,False,casal,False,True,2,True,True,no
702,44647,Las Vegas,24_hours,Binion's Cafe,NV,beer_and_wine,False,True,2.0,False,True,False,average,False,casal,False,True,1,False,True,no
703,43333,Las Vegas,all_day,Edamame Restaurant,NV,fll_bar,,True,1.0,True,True,True,qiet,False,casal,False,True,2,True,True,no
704,89571,Montréal,all_day,Petit Wok,QC,,,,,,,,,,,,True,,,,
705,161331,North Ridgeville,all_day,China King,OH,none,True,True,,False,True,False,qiet,False,casal,True,True,2,False,True,no
706,39236,Indian Trail,,Li's Chinese Cafe,NC,none,,False,1.0,False,True,False,qiet,False,casal,False,True,2,False,True,no
707,190286,Hudson,,Tai Wah Chinese Restaurant,OH,fll_bar,,True,1.0,,True,,average,False,casal,False,True,2,True,True,no
708,78995,Gilbert,all_day,Ginger Garden,AZ,fll_bar,True,True,0.0,True,True,True,average,False,casal,False,True,2,False,True,
709,28628,Cleveland,all_day,Mr. Jumbo,OH,,,True,,True,True,,,False,casal,True,,1,False,True,
710,187284,Toronto,,Manchu WOK,ON,,,,,,True,,,,,False,False,1,False,True,
711,94224,Calgary,all_day,King's Chinese Food,AB,none,True,,0.0,False,False,False,qiet,False,casal,True,False,2,False,True,no
712,108156,Toronto,all_day,Asian Bowl,ON,beer_and_wine,True,,0.0,False,True,True,average,False,casal,True,True,2,True,True,no
713,5754,North Ridgeville,,Maing Wok Kitchen,OH,,,True,,,True,,,,,True,False,1,False,True,
714,160295,Madison,all_day,Tavernakaya,WI,fll_bar,True,True,2.0,True,False,True,average,True,casal,True,True,2,True,True,free
715,179219,Monroeville,all_day,China Palace,PA,fll_bar,,True,1.0,,True,True,qiet,False,casal,True,True,2,True,True,no
716,90085,Elyria,,Golden Ginger,OH,none,,True,,,True,,qiet,False,casal,False,False,2,False,True,no
717,76903,Calgary,dinner,Tai Pan,AB,fll_bar,True,,0.0,,True,True,very_lod,False,casal,False,True,2,True,True,no
718,10218,Chandler,all_day,Seksun Sushi,AZ,fll_bar,True,True,1.0,True,True,True,qiet,False,casal,True,True,2,True,True,no
719,133367,Sewickley,all_day,China Palace,PA,fll_bar,True,True,1.0,False,True,True,average,True,casal,True,True,2,True,True,free
720,6581,Scarborough,,Maple Yip Seafood Restaurant,ON,beer_and_wine,False,True,1.0,False,True,True,average,False,casal,False,True,2,True,True,no
721,165360,Las Vegas,all_day,Yum Cha,NV,none,True,True,1.0,True,True,True,average,False,casal,True,True,2,True,True,no
722,30770,Toronto,,Fu Kou Le Chinese Cuisine,ON,,,,,,,,,,,,,2,,True,no
723,29679,West Mifflin,all_day,Asian House,PA,none,True,True,0.0,False,True,False,qiet,False,casal,False,False,1,False,True,no
724,134274,Toronto,24_hours,The Bowl Noodle Bar,ON,none,True,,1.0,True,True,False,lod,False,casal,False,True,2,True,True,free
725,174660,Charlotte,all_day,China Go Go,NC,beer_and_wine,,True,0.0,True,True,True,average,True,casal,True,True,1,True,True,free
726,104510,Montréal,,Zheng Qing Qiao,QC,,,,,,True,False,,False,casal,True,False,1,False,True,no
727,2378,Toronto,all_day,A Xiang,ON,none,False,,1.0,False,True,True,average,False,casal,False,False,2,False,True,no
728,37507,Henderson,all_day,Golden Gate Chinese Restaurant,NV,none,True,True,1.0,False,True,False,qiet,False,casal,True,True,1,False,True,no
729,49944,Avondale,all_day,Pei Wei,AZ,beer_and_wine,True,True,1.0,True,True,False,average,False,casal,False,True,2,False,True,no
730,119326,Toronto,,Hong Kong Harbour Restaurant,ON,fll_bar,,,1.0,,True,,very_lod,False,casal,,True,,,True,no
731,128332,Madison,brunch,Fugu,WI,beer_and_wine,True,True,1.0,False,True,True,average,False,casal,True,True,2,True,True,no
732,60830,Markham,all_day,Morals Village,ON,none,False,,2.0,False,True,False,average,False,casal,False,True,3,True,False,no
733,38065,Pickering,all_day,Chef Yan Chinese Food,ON,,,,,True,True,,,,,True,,,,True,
734,140954,Markham,,Ace Canton Kitchen,ON,none,True,,1.0,True,True,True,average,False,casal,True,True,1,False,True,no
735,33164,Toronto,,Asian Gourmet,ON,,,,0.0,,,,,,,False,,,False,,
736,104666,Mississauga,all_day,Thai Delight Restaurant,ON,none,True,,1.0,True,False,False,qiet,False,casal,True,False,1,True,True,
737,119628,Las Vegas,,Pat's Chinese Food and Minimart,NV,,,True,,,False,,,,,,,,False,True,
738,76646,Toronto,all_day,Jin's Mi-Fen,ON,,,,,,,,,,,False,,,,True,
739,27224,Markham,all_day,Chinese Dumpling House,ON,none,True,,1.0,False,True,False,average,False,casal,False,True,1,False,True,no
740,42269,Tempe,all_day,China Farm Chinese Buffet,AZ,none,,True,1.0,False,True,True,average,False,casal,True,True,1,True,True,free
741,27901,Toronto,dinner,DaiLo,ON,fll_bar,True,,1.0,False,False,False,average,True,casal,False,True,3,True,False,no
742,118235,Toronto,,Bubble Tease,ON,none,True,,,,True,,,False,casal,False,True,1,False,True,
743,48944,Middleton,brunch,Imperial Garden,WI,fll_bar,True,True,1.0,True,True,False,average,False,casal,False,True,2,True,True,free
744,131236,Fountain Hills,all_day,HD Asian Bistro,AZ,fll_bar,True,True,1.0,True,True,True,average,False,casal,True,True,2,True,True,no
745,157238,Las Vegas,all_day,Panda Express,NV,,,True,,,True,,,,casal,False,True,,False,,
746,52107,Richmond Hill,,Beijing Restaurant,ON,none,,,,,,,average,,,,True,,,,
747,4922,Huntersville,all_day,Dragon Express,NC,none,True,True,0.0,None,False,False,average,False,casal,True,False,1,False,True,no
748,93529,Euclid,all_day,China Sea,OH,none,True,True,0.0,False,True,False,qiet,False,casal,True,True,1,False,True,no
749,142220,Toronto,,Bashu Sichuan Cuisine,ON,,,,,,True,True,,None,casal,,True,2,,True,
750,165472,Oakmont,,China House,PA,none,True,True,0.0,,True,False,average,False,casal,True,False,2,False,True,
751,183924,Charlotte,all_day,Dim Sum Chinese Restaurant,NC,fll_bar,False,True,1.0,True,True,False,average,False,casal,False,True,2,False,True,no
752,59879,Scarborough,all_day,Chopstick Foods,ON,,,,0.0,,,,,,,,,1,,True,
753,82745,Las Vegas,brunch,Noodle King,NV,none,False,True,1.0,True,True,True,qiet,False,casal,True,True,1,True,True,free
754,149710,Charlotte,,Vanloi Chinese Barbecue Restaurant,NC,,,,,,,,,,,,,,,,
755,44569,Las Vegas,all_day,Thai Vegas,NV,none,,True,1.0,True,True,False,qiet,False,casal,True,True,1,False,True,no
756,111306,Twinsburg,all_day,Beijing Garden,OH,,,True,1.0,,True,True,lod,False,casal,False,False,2,False,True,
757,130774,Las Vegas,all_day,ChowKing,NV,none,True,True,1.0,True,True,False,average,False,casal,False,True,1,False,True,no
758,73433,Markham,24_hours,Yin Ji Chang Fen,ON,none,True,,0.0,False,True,True,average,False,casal,False,True,1,False,True,no
759,85911,Toronto,all_day,Primary Taste Yunan Noodle,ON,,True,,,,True,False,average,False,casal,False,True,1,False,True,no
760,99287,Verona,,Dragon City,WI,none,True,True,1.0,,True,True,qiet,False,casal,False,False,1,False,True,no
761,52021,Mississauga,all_day,Red Lotus,ON,none,True,,1.0,True,True,True,average,False,casal,False,True,2,True,True,no
762,128944,Peoria,all_day,Oriental House,AZ,fll_bar,True,True,0.0,True,True,True,average,False,casal,True,True,2,True,True,no
763,34341,Markham,,Celestial Court Chinese Cuisine,ON,none,,,1.0,False,True,False,very_lod,False,casal,False,True,2,True,True,no
764,174013,Cleveland,all_day,China Chef,OH,,True,True,,,False,False,,False,casal,True,False,1,False,True,no
765,189829,Glendale,all_day,Lucky's King Wah,AZ,none,True,True,1.0,False,True,False,average,False,casal,False,True,1,True,True,no
766,59386,Toronto,all_day,Tin Tin Congee Chinese Restaurant,ON,,False,,,,True,True,,False,casal,True,True,1,True,True,no
767,182026,Scottsdale,,Fusion Sushi & China Bistro,AZ,beer_and_wine,,True,1.0,,True,True,average,False,casal,True,True,2,,True,
768,163919,Mentor-on-the-Lake,,China Buffet,OH,,,True,,False,False,,,False,casal,,True,2,,,
769,186640,Mississauga,all_day,Sea Star,ON,none,False,,0.0,,True,False,,False,casal,False,False,1,False,True,no
770,57883,Mount Horeb,all_day,Chang Jiang Chinese Restaurant,WI,,,,,,,,,,,False,,,,,
771,56415,North York,all_day,Pearl,ON,fll_bar,True,,1.0,False,True,False,average,False,casal,True,True,3,True,True,no
772,187933,Robinson Township,,Golden Palace,PA,,,True,1.0,,,,,,,,,2,,,
773,78353,Oakville,all_day,Dragon House,ON,,True,,,,True,,,,casal,True,False,2,False,True,
774,81889,Calgary,,Hot 'n' Fast Chinese Kitchen,AB,none,,,0.0,,,False,qiet,False,casal,True,,1,False,True,
775,31714,Scarborough,all_day,WB Chinese Cooking,ON,,False,,,,False,True,,False,casal,True,True,2,True,True,
776,179938,Glendale,all_day,Abacus Inn,AZ,beer_and_wine,True,True,1.0,True,True,True,qiet,False,casal,True,True,1,False,True,no
777,52443,Glendale,all_day,Panda Express,AZ,none,False,True,,,True,True,average,True,casal,False,True,1,False,True,no
778,144651,Toronto,all_day,Green Lady,ON,fll_bar,,,,,,,,False,,True,,,,,
779,34377,Toronto,,Spicy Route,ON,,,,0.0,,True,False,qiet,False,casal,,True,2,False,True,no
780,67529,Las Vegas,all_day,Ohana Hawaiian BBQ,NV,none,True,True,1.0,True,True,True,average,False,casal,False,True,1,False,True,no
781,184193,Markham,all_day,Papa Chang's Take Out and Catering,ON,none,,,0.0,,True,,,False,,False,False,1,False,True,
782,8092,Cornelius,dinner,Thai Marlai,NC,beer_and_wine,,True,1.0,,True,False,qiet,False,casal,False,True,2,True,True,no
783,16199,Cornelius,dinner,Hibachi Sushi Buffet,NC,,,True,1.0,True,True,False,average,False,casal,False,True,2,True,True,free
784,43389,Montréal,,Sugar Marmalade,QC,none,False,,1.0,False,False,False,lod,True,casal,False,True,1,,True,
785,71072,Markham,,Hai Tang Bakery & Cafe,ON,none,True,,1.0,False,True,,lod,False,casal,False,True,1,False,True,no
786,52079,Mississauga,all_day,Fortune Dragon,ON,none,True,,0.0,,True,False,qiet,False,casal,True,True,1,False,True,
787,4664,Toronto,,Lucky Chinese Restaurant,ON,beer_and_wine,,,0.0,,True,True,qiet,False,casal,False,True,2,True,True,no
788,11004,Toronto,all_day,7 Dim Sum,ON,beer_and_wine,True,,1.0,,True,False,average,False,casal,True,True,2,True,True,free
789,189159,Toronto,,Chinese Dumpling House,ON,,,,0.0,,True,,average,False,casal,,True,1,,True,
790,148883,Las Vegas,all_day,Ku Noodle by José Andrés,NV,fll_bar,False,True,2.0,True,True,True,average,False,casal,False,True,2,True,True,free
791,132931,Las Vegas,all_day,J-Wok Cafe,NV,none,True,True,1.0,True,True,True,average,True,casal,True,True,1,True,True,no
792,19536,Cleveland,,Shanghai Joe,OH,none,,True,,,False,False,,,casal,False,True,1,False,True,free
793,78774,Amherst,all_day,China One Buffet,OH,,,True,,,True,,,,,,,,,True,
794,25683,Calgary,all_day,Lu Chai,AB,,,,,,,,,,,,,,,,
795,79007,Montréal,dinner,China Town Kim Fung,QC,beer_and_wine,True,,1.0,True,True,False,average,False,casal,False,True,2,False,True,no
796,153267,Calgary,all_day,Forever Good Asian Cuisine,AB,,True,,,,True,,,,casal,True,False,2,True,True,free
797,120074,Mesa,all_day,Pho Wes,AZ,,,True,,,True,,,,,False,False,1,False,True,
798,157370,North Olmsted,,Stir Fry 88,OH,,,,,,,,,,casal,False,,,,,
799,124647,Peoria,all_day,Shanghai Grill,AZ,fll_bar,True,True,1.0,False,True,True,qiet,False,casal,False,True,2,False,True,no
800,3761,Charlotte,,Dim Sum China Express,NC,none,,True,0.0,,True,True,qiet,False,casal,True,,1,,True,
801,97781,Scottsdale,all_day,Sesame Inn Carefree,AZ,fll_bar,False,True,1.0,False,True,False,qiet,False,casal,False,True,2,True,True,no
802,151240,Markham,all_day,New City Restaurant,ON,none,True,,0.0,False,True,False,average,False,casal,False,True,1,False,True,free
803,76897,Las Vegas,all_day,Liang's Kitchen,NV,beer_and_wine,True,True,1.0,True,True,True,average,False,casal,False,True,2,True,True,free
804,149206,Pittsburgh,,Golden Palace Buffet,PA,none,True,True,1.0,True,True,False,average,False,casal,False,True,1,False,True,no
805,29277,Scarborough,,Fok Yuan Seafood Restaurant,ON,,True,,0.0,,True,True,average,False,casal,False,True,2,True,True,
806,59446,Madison,,China One West,WI,,,True,,,True,False,average,,casal,,True,1,,True,no
807,191747,Champaign,all_day,Lai Lai Wok,IL,none,True,True,1.0,False,True,False,average,False,casal,False,True,2,True,True,no
808,155325,Mississauga,,House of Pepper,ON,none,False,,0.0,,True,False,lod,False,casal,False,True,1,False,True,no
809,129940,Toronto,,Helena's Chinese Restaurant & Tavern,ON,,,,,,,,,,,,,,,,
810,141208,Montréal,all_day,Kam Ho,QC,fll_bar,False,,2.0,False,True,True,qiet,False,casal,False,True,1,True,False,paid
811,112027,Irwin,all_day,China Garden,PA,fll_bar,False,True,0.0,,True,True,average,False,casal,True,True,2,True,True,no
812,101317,Las Vegas,all_day,Golden China Chinese Cuisine,NV,none,True,True,1.0,True,True,True,average,False,casal,True,True,1,False,True,no
813,43196,Chagrin Falls,all_day,Empress Court,OH,beer_and_wine,False,True,0.0,,True,False,qiet,False,casal,False,True,2,True,True,free
814,145897,Toronto,all_day,Hotopia Sichuan Cuisine,ON,beer_and_wine,True,,1.0,,True,False,very_lod,False,casal,True,True,3,False,True,free
815,6555,Cleveland,,China Kitchen II,OH,none,True,False,0.0,False,True,False,qiet,False,casal,False,True,1,False,True,no
816,170581,Mississauga,,Red Chili Sichaun Restaurant,ON,,,,,,True,True,,False,casal,False,True,2,True,False,
817,101075,Markham,all_day,Utopia Dream Cafe,ON,none,False,,1.0,False,True,False,lod,False,casal,False,True,1,True,True,free
818,12189,Las Vegas,all_day,WuHu Noodle,NV,none,True,True,2.0,False,True,False,average,False,casal,False,True,2,False,True,free
819,69268,Grafton,all_day,China House,OH,,True,True,,,True,,,,casal,False,True,1,False,True,
820,146565,Toronto,all_day,Mr Roc's Crawfish,ON,,,,,,True,False,,False,casal,True,True,3,True,True,free
821,154549,Markham,,Happy BBQ,ON,,,,0.0,,,,,,,,,,,,
822,82930,Phoenix,all_day,Long Wong's,AZ,none,True,True,1.0,,True,True,average,False,casal,False,False,1,False,True,no
823,2686,North Las Vegas,all_day,Panda Express,NV,none,True,True,0.0,True,True,False,average,True,casal,False,True,1,False,True,free
824,100399,Markham,all_day,Power King Restaurant,ON,,False,,1.0,,True,True,qiet,False,casal,False,True,1,True,True,free
825,99726,Glendale,,Pick Up Stix,AZ,,,True,,,,,,,casal,,,1,,True,
826,123496,Las Vegas,all_day,Four Seasons Diner,NV,none,True,True,1.0,False,True,True,average,False,casal,False,True,1,False,True,free
827,173302,Brossard,,Rouge,QC,beer_and_wine,False,,2.0,False,True,False,average,True,casal,False,True,2,True,False,no
828,168139,Calgary,,White Oak Restaurant,AB,none,,,,,,,,,casal,,True,1,,True,
829,47614,Markham,all_day,Emperor Hotpot,ON,,True,,0.0,,True,,,,casal,False,True,3,True,False,
830,158823,Mesa,all_day,J & M Chinese Cuisine Restaurant,AZ,none,True,True,1.0,True,True,True,average,False,casal,True,True,2,False,True,no
831,191720,Calgary,all_day,Fancy Taste of China,AB,fll_bar,True,,1.0,True,True,True,,False,,True,True,2,True,True,free
832,68825,Las Vegas,all_day,China Tango Bistro,NV,beer_and_wine,True,True,1.0,True,True,True,average,False,casal,True,True,2,False,True,no
833,26138,Scarborough,,Jiu Pin Xiang Chinese Restaurant,ON,,,,,,,,,False,,,,2,,,
834,63129,Stanley,all_day,China Garden,NC,none,,,,,,,,False,casal,,,,,True,
835,19758,Mesa,all_day,Dinghao Shanghai Bistro,AZ,none,True,True,1.0,True,True,True,qiet,False,casal,True,True,1,True,True,no
836,86611,Phoenix,,Great Wall Buffet Two Corporation,AZ,,,True,,,,,,False,,,True,2,False,,
837,185914,Aurora,all_day,Peking Garden,OH,,,True,1.0,False,True,False,qiet,False,casal,False,True,2,False,True,no
838,8660,Medina,all_day,Hop Hing Chinese Restaurant,OH,none,False,True,0.0,True,True,False,qiet,False,casal,True,True,2,False,True,no
839,37831,Las Vegas,all_day,Panda Express,NV,none,False,True,1.0,True,True,True,average,True,casal,False,True,1,False,True,no
840,55514,Toronto,all_day,Chinese Feast,ON,none,False,,1.0,True,True,True,qiet,False,casal,True,False,1,False,True,no
841,135063,Toronto,all_day,Han Shi Fang,ON,fll_bar,True,,1.0,True,True,False,lod,False,casal,False,True,2,True,True,free
842,66437,Scarborough,,Tim Choi Chinese Food,ON,,,,,,,,average,,casal,True,,,,True,
843,4746,Avon Lake,,Lucky Wok,OH,none,True,True,0.0,,True,True,average,False,casal,False,False,2,False,True,no
844,49557,Phoenix,all_day,Panda Express,AZ,none,True,True,,,True,False,average,True,casal,False,True,1,False,True,no
845,178614,Pittsburgh,dinner,The Mintt,PA,none,False,True,1.0,True,True,False,average,False,casal,False,True,2,True,True,no
846,165771,Etobicoke,,Gardenia House Chinese Food,ON,none,,,0.0,,False,False,qiet,False,casal,True,False,1,False,True,no
847,7398,Cleveland,all_day,Teriyaki Express,OH,,,True,,,,,,,,,,,,,
848,107979,Aurora,all_day,General Thai Chinese Cuisine & Vegetarian,ON,none,True,,,True,True,False,,False,casal,True,True,2,True,True,free
849,110132,Scarborough,all_day,Lin Garden Restaurant,ON,beer_and_wine,False,,1.0,True,True,False,average,False,casal,False,True,2,False,True,no
850,12632,Madison,,Yummy Buffet,WI,,,True,,,,,,,casal,,,1,,,
851,185814,Mississauga,all_day,King Asian Restaurant,ON,beer_and_wine,True,,0.0,False,False,False,average,False,casal,True,False,2,False,True,no
852,110707,Markham,all_day,Ten Ren's Tea,ON,none,True,,0.0,False,True,False,average,False,casal,False,True,2,True,True,free
853,119763,Richmond Hill,,Cafe No 8,ON,none,False,,0.0,True,True,False,average,False,casal,False,True,1,True,True,no
854,177390,Toronto,dinner,Lai Wah Heen,ON,fll_bar,False,True,0.0,True,True,False,qiet,False,casal,False,True,3,True,True,free
855,6024,Madison,all_day,Hong Kong Cafe,WI,fll_bar,True,True,1.0,,True,True,qiet,False,casal,True,True,2,False,True,
856,83020,Toronto,all_day,King's Café,ON,none,True,,1.0,True,True,False,qiet,False,casal,False,True,2,True,True,no
857,103145,Mesa,,China 1,AZ,none,,True,0.0,,False,True,qiet,False,casal,True,False,1,False,True,no
858,30612,Pickering,,Paul Wong's Fine Chinese Cuisine,ON,fll_bar,,,1.0,,True,False,qiet,False,casal,True,True,2,True,True,no
859,155440,Richmond Hill,all_day,Golden Horse Restaurant,ON,none,True,,1.0,,True,True,average,False,casal,False,True,2,True,True,free
860,98232,Las Vegas,24_hours,HK Seafood Garden,NV,beer_and_wine,False,True,1.0,True,True,False,average,False,casal,False,True,2,True,True,no
861,127669,Westlake,,No. 1 Chinese Restaurant,OH,none,False,True,0.0,True,True,False,,False,casal,True,False,2,False,True,no
862,144496,Mississauga,all_day,Wok This Way,ON,none,True,,0.0,True,True,False,average,False,casal,True,True,2,False,True,no
863,88541,Las Vegas,all_day,Baidu China Bistro,NV,beer_and_wine,True,False,1.0,True,True,True,qiet,False,casal,True,True,1,False,True,no
864,190865,Mississauga,all_day,Salt and Pepper,ON,none,True,,1.0,True,True,False,average,False,casal,False,True,2,True,True,free
865,148474,Chandler,all_day,Hong Kong Bistro,AZ,fll_bar,True,True,0.0,True,True,True,average,False,casal,False,True,1,False,True,no
866,171716,Vaughan,all_day,Asian Munchies,ON,none,False,,1.0,True,True,True,,False,casal,True,True,3,True,True,free
867,39958,Toronto,,Lee Town Chinese Restaurant,ON,,,,0.0,,True,True,qiet,False,casal,True,True,1,,True,
868,187748,Toronto,brunch,Tacos Baos,ON,none,False,,1.0,True,True,False,,False,casal,True,True,1,False,True,no
869,134638,Oregon,all_day,Moonstar,WI,,,True,0.0,,True,False,qiet,False,casal,,,2,,True,
870,191750,Mesa,,Sunny World,AZ,fll_bar,,True,0.0,True,True,True,average,False,casal,False,True,1,True,True,free
871,19384,Peoria,all_day,Big Heng,AZ,beer_and_wine,True,True,1.0,True,True,True,average,False,casal,False,True,1,False,True,no
872,188543,Phoenix,,Silver Dragon Chinese Restaurant,AZ,,,True,0.0,,,,,,casal,,True,2,,True,
873,86990,Las Vegas,brunch,Four Sevens Sports Bar & Restaurant,NV,fll_bar,False,True,1.0,False,False,True,average,False,casal,False,True,1,False,True,free
874,56028,Richmond Hill,,Silver Bay Cafe,ON,,,,,,,,,,,False,True,,,True,
875,124335,Stoughton,,Grand China Restaurant,WI,none,False,True,0.0,False,True,False,qiet,False,casal,True,False,1,False,True,no
876,136067,Brampton,,Caribbean Desire,ON,fll_bar,,,0.0,,True,True,lod,True,casal,,True,2,True,True,no
877,43552,Toronto,dinner,The Borough,ON,fll_bar,True,,1.0,True,False,True,average,True,casal,False,True,2,True,True,free
878,30797,Henderson,all_day,Panda Express,NV,none,True,True,0.0,True,True,False,average,True,casal,False,True,1,False,True,
879,187892,Cleveland,all_day,Bo Loong,OH,beer_and_wine,False,True,1.0,True,True,False,average,False,casal,False,True,2,True,True,no
880,51887,Calgary,,New Dynasty Restaurant,AB,fll_bar,False,,1.0,False,True,False,average,False,casal,True,True,2,True,True,no
881,81147,Fort Mill,all_day,Peking Tokyo,SC,beer_and_wine,False,True,,False,True,True,qiet,False,casal,True,True,2,False,True,no
882,67513,Phoenix,all_day,China Restaurant,AZ,none,True,True,1.0,False,True,False,average,False,casal,False,True,1,False,True,no
883,71714,Pittsburgh,,China Max,PA,none,False,True,0.0,False,True,False,average,False,casal,False,True,1,False,True,
884,29075,Markham,,Tea & Kitchen,ON,,,,,,,,average,,casal,,,,,,
885,23120,Las Vegas,all_day,New York Chinese Restaurant,NV,none,False,True,1.0,True,True,False,average,False,casal,True,False,1,False,True,no
886,12427,Phoenix,all_day,Maxim Restaurant,AZ,none,False,True,1.0,False,True,False,average,False,casal,False,True,1,False,True,no
887,78429,Markham,all_day,Kitchen M,ON,none,True,,1.0,False,True,True,average,False,casal,False,True,2,True,True,free
888,146032,Saint-Laurent,,Restaurant Fu Kam Wah,QC,,,,0.0,,True,,,,casal,True,True,,True,,
889,46738,Calgary,,Harbour City Restaurant,AB,fll_bar,,,1.0,,True,True,,False,casal,True,True,2,True,True,no
890,181440,Saint-Laurent,dinner,Restaurant Yi Pin Xiang,QC,none,True,,1.0,,True,True,average,False,casal,True,True,2,True,True,no
891,83121,North Olmsted,dinner,China Renaissance,OH,none,False,True,1.0,False,True,False,qiet,False,casal,True,True,2,False,True,free
892,67098,Mesa,all_day,Deer Garden Signature,AZ,none,True,True,1.0,False,True,True,average,False,casal,False,True,1,False,True,no
893,67192,Toronto,,Go Go China,ON,,,,0.0,,True,,,,,True,True,,False,True,
894,66325,Richmond Hill,all_day,Asian Garden Hakka Restaurant,ON,none,True,,1.0,True,True,False,average,False,casal,False,True,2,True,True,no
895,38098,Clover,,Best China,SC,none,False,True,,,True,False,,False,casal,False,True,2,False,True,no
896,178021,Scottsdale,all_day,Panda Express,AZ,none,False,True,1.0,False,True,False,very_lod,False,casal,False,True,1,False,True,no
897,19066,North Las Vegas,all_day,Golden Phoenix Chinese Cuisine,NV,beer_and_wine,True,True,0.0,True,True,True,qiet,False,casal,True,True,1,True,True,free
898,192602,Las Vegas,all_day,Mandarin Express,NV,none,True,True,0.0,True,True,False,average,False,casal,True,True,1,False,True,no
899,125296,Markham,all_day,B & B Cafe Restaurant,ON,none,True,,1.0,True,True,True,qiet,False,casal,False,True,1,False,True,no
900,5176,Tempe,all_day,Hot Wok Mr Cook,AZ,none,True,True,1.0,False,True,False,qiet,False,casal,True,True,1,False,True,no
901,84198,Calgary,,Gold Bistro Chinese Restaurant,AB,beer_and_wine,,,0.0,False,True,True,average,False,casal,True,True,2,True,True,no
902,34629,Cleveland,brunch,Tea House Noodles,OH,none,True,True,1.0,True,True,False,average,False,casal,True,False,1,False,True,free
